time,roll,pitch,yaw,qw,qx,qy,qz,linear_accel_x,linear_accel_y,linear_accel_z,jerk_x,jerk_y,jerk_z,ekf_jerk_x,ekf_jerk_y,ekf_jerk_z
[0:02:33.300000],13.0697,-4.69168,-88.572,-0.714041,-0.0530154,0.10849,0.689788,-0.348334,-0.123391,0.02367,0.0790896,-0.0222269,-0.00164178,0.0733128,-0.00744865,-0.000413559
[0:02:33.400000],13.359,-4.45394,-88.4976,-0.714243,-0.056332,0.108727,0.689279,-0.353842,-0.128427,0.0215678,0.063471,-0.0185911,-0.00528898,0.0720159,-0.00891693,-0.00105601
[0:02:33.500000],13.4865,-4.2824,-88.4888,-0.714151,-0.058176,0.10843,0.689268,-0.325954,-0.148949,0.0340684,0.0658632,-0.0293977,0.0232356,0.0712051,-0.0116158,0.002145
[0:02:33.600000],13.7517,-4.17761,-88.3709,-0.71467,-0.0605762,0.109315,0.688383,-0.337802,-0.136804,0.0289816,0.0604591,-0.0180977,0.00861676,0.0697891,-0.0124699,0.00299781
[0:02:33.700000],13.9679,-4.22025,-88.3547,-0.714674,-0.0616819,0.110868,0.688032,-0.315961,-0.130924,0.031401,0.0581006,0.00730699,0.0139468,0.0682488,-0.00986384,0.0044406
[0:02:33.800000],14.105,-4.09576,-88.1839,-0.71556,-0.0634561,0.110827,0.686956,-0.329114,-0.13285,0.0290805,0.0550841,0.0213511,0.0125551,0.0665141,-0.00575051,0.00550989
[0:02:33.900000],14.2779,-4.01279,-88.1505,-0.715619,-0.0650695,0.111331,0.686662,-0.30295,-0.139822,0.0401556,0.0297045,0.028303,0.0158141,0.0616635,-0.00126313,0.00686772
[0:02:34],14.4974,-4.11024,-88.0608,-0.716084,-0.0659392,0.113197,0.685789,-0.31191,-0.132995,0.0249863,0.0608984,0.00694904,0.0331787,0.0615627,-0.000180977,0.0103348
[0:02:34.100000],14.6897,-4.15429,-88.0601,-0.716,-0.0668751,0.114619,0.685549,-0.312738,-0.126699,0.043339,0.0534943,0.00963718,0.026874,0.0604995,0.00111281,0.0125143
[0:02:34.200000],14.6983,-4.20487,-87.9462,-0.716704,-0.0667381,0.114918,0.684776,-0.289998,-0.128965,0.0432567,0.0664638,0.0330728,0.0140862,0.0612854,0.00532431,0.0127214
[0:02:34.300000],14.8719,-4.29533,-87.845,-0.717256,-0.0673802,0.116455,0.683875,-0.300605,-0.123493,0.0417595,0.0576872,0.0131663,-0.00610924,0.0608113,0.00635769,0.01024
[0:02:34.400000],15.0176,-4.43139,-87.7112,-0.718043,-0.0676097,0.118089,0.682746,-0.272822,-0.131206,0.043259,0.0964721,0.00828728,-0.0125399,0.0655105,0.00661196,0.00723821
[0:02:34.500000],15.1217,-4.4765,-87.5973,-0.718684,-0.0681089,0.118921,0.681876,-0.283617,-0.122748,0.0364044,0.063696,0.0270723,-0.0324488,0.0652714,0.00930811,0.00200847
[0:02:34.600000],15.1937,-4.53009,-87.5386,-0.71902,-0.0682993,0.119647,0.681376,-0.272525,-0.111059,0.0336284,0.0425304,0.0544768,-0.00981696,0.0622747,0.0152602,0.000450184
[0:02:34.700000],15.2097,-4.69871,-87.3978,-0.719939,-0.0675344,0.120706,0.680294,-0.262763,-0.129881,0.0341126,0.0305157,0.0678214,-0.00692661,0.0580897,0.0221864,-0.000521889
[0:02:34.800000],15.2416,-4.89445,-87.2235,-0.721059,-0.0667453,0.122011,0.678952,-0.253106,-0.102388,0.0373424,0.0300356,0.0486263,0.00936391,0.0543929,0.0256705,0.000780807
[0:02:34.900000],15.2337,-4.95824,-87.1208,-0.721705,-0.0664224,0.122301,0.678245,-0.276188,-0.0989334,0.0359944,0.0383832,0.0160056,0.0168335,0.0522832,0.0243969,0.00289615
[0:02:35],15.3622,-5.15489,-86.918,-0.722933,-0.0662737,0.124169,0.676611,-0.25623,-0.095943,0.0406592,0.0311015,0.0203547,0.0273981,0.049492,0.0238643,0.00612488
[0:02:35.100000],15.3422,-5.45425,-86.7664,-0.723991,-0.0645237,0.125832,0.67534,-0.255695,-0.102987,0.0352345,0.0336929,-0.0065415,0.00897015,0.0474101,0.0198576,0.00649982
[0:02:35.200000],15.2111,-5.69598,-86.5407,-0.72551,-0.0625009,0.126445,0.673783,-0.237312,-0.114233,0.047115,0.0493631,-0.00236517,0.00624598,0.0476674,0.0169292,0.00646637
[0:02:35.300000],15.1228,-5.84157,-86.4118,-0.726383,-0.0612164,0.126767,0.672899,-0.253756,-0.0993799,0.0410403,0.0580575,0.0143142,0.0139808,0.0490366,0.0165846,0.00745657
[0:02:35.400000],15.0828,-6.04309,-86.3431,-0.7269,-0.0598394,0.127757,0.672277,-0.238211,-0.0899481,0.0479857,0.0356581,0.0443099,0.000328629,0.0472736,0.0202381,0.00651729
[0:02:35.500000],15.0004,-6.41086,-86.2638,-0.727568,-0.0572167,0.129536,0.671443,-0.240686,-0.106759,0.0313801,0.0581637,0.0554842,-0.0117764,0.0487087,0.0248826,0.00410665
[0:02:35.600000],14.9807,-6.74054,-86.2131,-0.728011,-0.0551874,0.13146,0.670758,-0.226016,-0.0739089,0.0492619,0.0363782,0.0584271,-0.0146754,0.0470838,0.0293029,0.00163165
[0:02:35.700000],14.9081,-7.12844,-86.079,-0.728981,-0.0525745,0.133402,0.66953,-0.22584,-0.0981798,0.0449054,0.0143416,0.0286804,-0.00368559,0.0427692,0.0292209,0.000930972
[0:02:35.800000],14.8239,-7.42453,-85.8658,-0.730372,-0.050529,0.13467,0.667916,-0.225534,-0.0695022,0.0317362,-0.00906213,0.034389,-0.00703831,0.0359392,0.0299019,-0.000119177
[0:02:35.900000],14.6835,-7.7582,-85.735,-0.731307,-0.0478094,0.135891,0.666844,-0.222517,-0.0802031,0.0379039,-0.0116744,0.0261247,-0.00845198,0.0296649,0.0294042,-0.00121723
[0:02:36],14.6915,-8.16321,-85.5104,-0.732737,-0.0457304,0.138389,0.664904,-0.2438,-0.0716656,0.0439515,-0.0262464,-0.000710229,-0.00785873,0.0222972,0.0254359,-0.00209241
[0:02:36.100000],14.4926,-8.42105,-85.3861,-0.73361,-0.0430834,0.138809,0.66403,-0.233178,-0.0847793,0.0378554,-0.0143162,0.00437787,0.0114833,0.0174725,0.022661,-0.000303476
[0:02:36.200000],14.4211,-8.78188,-85.1104,-0.735326,-0.0408302,0.140567,0.661901,-0.220728,-0.0678456,0.0368105,0.0101301,0.00254986,0.0125886,0.016505,0.0200108,0.00139537
[0:02:36.300000],14.3749,-9.01666,-84.9537,-0.736303,-0.039343,0.141726,0.660657,-0.234297,-0.0762554,0.0378373,0.0491987,0.0416292,0.00153127,0.0208132,0.0228596,0.00141328
[0:02:36.400000],14.2107,-9.31258,-84.8082,-0.737261,-0.0367259,0.142599,0.65955,-0.232865,-0.0737987,0.0469688,0.0732519,0.0450107,-0.00193026,0.0277233,0.0257785,0.000972686
[0:02:36.500000],14.1541,-9.72468,-84.6569,-0.738228,-0.0341282,0.14483,0.658121,-0.219817,-0.0682906,0.0385444,0.0411418,0.0446177,0.00899691,0.0294915,0.0282611,0.00203007
[0:02:36.600000],13.9831,-10.0938,-84.4769,-0.739369,-0.0310868,0.146131,0.656701,-0.205534,-0.049361,0.0431778,0.0423826,0.0376132,0.0238263,0.0311902,0.0294934,0.00490226
[0:02:36.700000],13.8343,-10.6222,-84.2231,-0.740927,-0.0273552,0.14856,0.654564,-0.201605,-0.0568584,0.0406931,0.02969,0.0377493,0.0186793,0.0309925,0.0305813,0.00671773
[0:02:36.800000],13.6574,-10.9955,-83.966,-0.742467,-0.0243615,0.149859,0.652638,-0.21118,-0.0567342,0.041648,-0.00404029,0.0252398,0.0142146,0.0263761,0.0298774,0.00770562
[0:02:36.900000],13.5484,-11.3651,-83.7683,-0.743635,-0.0217584,0.151546,0.651008,-0.220498,-0.0544445,0.0553645,-0.00672586,0.0424541,0.0190505,0.0220141,0.0315347,0.00920058
[0:02:37],13.314,-11.692,-83.5128,-0.745135,-0.0186708,0.15225,0.649222,-0.203261,-0.0421631,0.055298,0.0144425,0.050686,0.00503684,0.0210164,0.0340584,0.00865191
[0:02:37.100000],13.0969,-12.1934,-83.2329,-0.746745,-0.0147185,0.154175,0.647016,-0.209991,-0.0455854,0.0393676,0.0457218,0.0544557,-0.0123162,0.0242719,0.0367462,0.00588885
[0:02:37.200000],12.8566,-12.7242,-82.9439,-0.748371,-0.0104662,0.156176,0.644736,-0.202071,-0.0305259,0.0477192,0.0409232,0.0431965,-0.0085795,0.0264661,0.0375962,0.00398229
[0:02:37.300000],12.6622,-13.117,-82.7667,-0.749345,-0.00716789,0.157579,0.643306,-0.194591,-0.0224454,0.0504376,0.0073794,0.0533383,-0.0108089,0.023951,0.0396706,0.00203318
[0:02:37.400000],12.3752,-13.5831,-82.427,-0.7512,-0.00307062,0.158939,0.640837,-0.196708,-0.0350428,0.0452325,-0.00672404,0.0552731,0.00838559,0.0199088,0.0417266,0.00287027
[0:02:37.500000],12.2216,-14.0948,-82.182,-0.752479,0.000538394,0.16136,0.638735,-0.197873,-0.0275267,0.0435908,-0.0182104,0.043677,0.0263966,0.0148856,0.0419836,0.00597044
[0:02:37.600000],12.0285,-14.4508,-81.9048,-0.753942,0.00345774,0.162576,0.636688,-0.21006,-0.0104619,0.0577701,-0.0187941,0.0126842,0.0163075,0.0104475,0.0381227,0.0073326
[0:02:37.700000],11.7681,-14.8258,-81.7074,-0.754932,0.00703648,0.163552,0.635234,-0.204428,-0.00313263,0.0443824,0.0152396,0.0248275,0.0249391,0.011079,0.0363707,0.00965269
[0:02:37.800000],11.3869,-15.3003,-81.4165,-0.756373,0.0118414,0.164524,0.633195,-0.194542,-0.0159386,0.0584449,0.0401478,0.0453384,0.0314583,0.0149095,0.0375524,0.0125261
[0:02:37.900000],11.0352,-15.7435,-81.0066,-0.758439,0.0160953,0.165497,0.63037,-0.207183,-0.0196832,0.0630482,0.0234291,0.0383425,0.0285552,0.0160322,0.0376566,0.0146383
[0:02:38],10.7757,-16.1654,-80.7194,-0.759813,0.0197877,0.166849,0.62825,-0.185576,-0.00922628,0.0544466,-0.000250748,0.0609677,0.0206987,0.0138865,0.0407284,0.0154369
[0:02:38.100000],10.5337,-16.5557,-80.4602,-0.761021,0.023219,0.168104,0.626333,-0.186741,0.0145206,0.0632734,-0.00354807,0.0669592,0.0230399,0.0115891,0.0441849,0.0164388
[0:02:38.200000],10.2242,-16.9685,-80.2219,-0.762062,0.0272499,0.169149,0.62462,-0.201087,0.0166254,0.0671318,0.00100375,0.0736623,0.00439902,0.0101942,0.0480693,0.0148523
[0:02:38.300000],9.91813,-17.4083,-79.8204,-0.763944,0.0311609,0.17045,0.621778,-0.209702,0.0106945,0.0656648,-0.0165045,0.0336433,-0.00335386,0.00667599,0.0461683,0.0124532
[0:02:38.400000],9.54319,-17.754,-79.4556,-0.765621,0.0350512,0.170782,0.619413,-0.194091,0.0208744,0.0621947,-0.0054954,0.0061554,-0.00244948,0.00507211,0.0408956,0.0104894
[0:02:38.500000],9.22114,-18.1587,-79.1848,-0.766738,0.0390519,0.171779,0.617514,-0.18195,0.0114291,0.064936,0.0309047,0.0246125,-0.0121093,0.00847619,0.0387499,0.00751145
[0:02:38.600000],8.95103,-18.5224,-78.7929,-0.768518,0.0422887,0.172851,0.614783,-0.200671,0.0306286,0.061929,0.0290583,0.0307142,0.00675402,0.0111884,0.037691,0.00741164
[0:02:38.700000],8.54586,-18.8847,-78.3124,-0.770687,0.0462826,0.173253,0.611659,-0.204342,0.0179649,0.0589463,0.0166442,0.0356626,0.0163887,0.0119073,0.0374237,0.00859459
[0:02:38.800000],8.20764,-19.3573,-77.9863,-0.771939,0.0506579,0.174706,0.609316,-0.175269,0.0329095,0.0713654,-0.000632704,0.0521412,0.0328349,0.0102549,0.0393631,0.0117888
[0:02:38.900000],7.8545,-19.8221,-77.6224,-0.773347,0.0550222,0.176073,0.606753,-0.190785,0.0413586,0.0667161,-0.00929357,0.0602668,0.0215922,0.00767888,0.0421177,0.0130807
[0:02:39],7.4704,-20.1588,-77.2519,-0.774838,0.0588782,0.176459,0.604372,-0.194293,0.0255312,0.0745808,0.00819932,0.0406482,0.00937507,0.00774746,0.0419241,0.0125924
[0:02:39.100000],7.04977,-20.5073,-76.9527,-0.775889,0.0631504,0.176719,0.602514,-0.186936,0.0515479,0.0703142,-0.00323008,0.0183453,0.000417311,0.0063009,0.038817,0.010988
[0:02:39.200000],6.63584,-20.7995,-76.491,-0.777811,0.066819,0.176757,0.599622,-0.197446,0.056155,0.0778251,-0.018502,0.00389598,0.00740918,0.00303251,0.0342153,0.0105164
[0:02:39.300000],6.27041,-21.1043,-76.0641,-0.779532,0.070276,0.177142,0.596871,-0.196676,0.0414744,0.0630543,0.0191259,0.0233169,0.0209482,0.00515322,0.0327792,0.0118911
[0:02:39.400000],5.89635,-21.5905,-75.7156,-0.780625,0.0748728,0.178677,0.594422,-0.176442,0.0411953,0.0737202,0.0159812,0.0337446,0.0158423,0.00658007,0.0329064,0.0124117
[0:02:39.500000],5.4157,-22.0199,-75.3383,-0.781805,0.0798369,0.179327,0.592024,-0.192067,0.0427507,0.0820695,-0.000778306,0.0269194,0.0249822,0.00561042,0.0321175,0.0140682
[0:02:39.600000],4.98061,-22.4125,-74.9873,-0.782875,0.0843277,0.179979,0.589786,-0.198167,0.0685413,0.0851109,0.0159535,0.0472448,0.0333461,0.00697338,0.0341109,0.0166085
[0:02:39.700000],4.59872,-22.7798,-74.5665,-0.784329,0.0882033,0.180814,0.587025,-0.176986,0.0649915,0.0783234,0.00645044,0.0556013,0.0375026,0.00690447,0.0369427,0.0193618
[0:02:39.800000],4.03985,-23.095,-74.0263,-0.786273,0.092823,0.180521,0.583793,-0.189315,0.0628189,0.0811263,-0.00453277,0.0460903,0.0192002,0.00539734,0.0381482,0.0193406
[0:02:39.900000],3.6117,-23.444,-73.546,-0.787928,0.0968109,0.181116,0.580722,-0.192347,0.0658617,0.0911258,0.02517,0.0436749,0.00978419,0.00800287,0.0388764,0.0180813
[0:02:40],3.05263,-23.8523,-72.9821,-0.789768,0.101862,0.181565,0.577208,-0.172263,0.071594,0.0948008,0.0309559,0.0619126,0.00937724,0.0110275,0.041912,0.0169343
[0:02:40.100000],2.46364,-24.1342,-72.4582,-0.791487,0.106532,0.181013,0.574175,-0.18866,0.0870527,0.08823,0.0304534,0.0859819,-0.00788412,0.0135873,0.0477193,0.0136639
[0:02:40.200000],2.0799,-24.3404,-72.0679,-0.792793,0.10961,0.180879,0.571832,-0.184984,0.0924203,0.0867786,0.0356481,0.0812733,-0.014837,0.0164944,0.0521409,0.00990818
[0:02:40.300000],1.54943,-24.6248,-71.515,-0.794623,0.11384,0.180739,0.5685,-0.162951,0.0971232,0.082707,-0.0127194,0.0572289,0.00215779,0.0126447,0.0528113,0.00888688
[0:02:40.400000],1.06122,-24.8875,-71.0898,-0.79585,0.117866,0.180569,0.566012,-0.170471,0.107527,0.0906149,-0.012093,0.033406,0.0234862,0.00938495,0.0502542,0.0108107
[0:02:40.500000],0.452223,-25.2315,-70.6048,-0.797081,0.123035,0.180464,0.563207,-0.182257,0.102235,0.0857655,-0.00706973,0.0132197,0.0357565,0.00721664,0.045374,0.0140979
[0:02:40.600000],-0.209281,-25.5377,-70.0099,-0.798792,0.128205,0.180006,0.559764,-0.185438,0.109741,0.100729,-0.0190158,0.0336332,0.0397399,0.00375988,0.0438269,0.0174769
[0:02:40.700000],-0.756227,-25.6638,-69.5611,-0.800156,0.131931,0.178732,0.557354,-0.188095,0.106196,0.101021,0.0156461,0.0194072,0.0274447,0.00532618,0.040609,0.0187904
[0:02:40.800000],-1.29349,-25.9878,-69.0296,-0.801571,0.136416,0.179019,0.554139,-0.16163,0.11215,0.0972865,0.0553414,0.0351539,0.0149731,0.0119169,0.0398901,0.0182874
[0:02:40.900000],-1.76907,-26.2398,-68.5128,-0.803064,0.140141,0.179121,0.551007,-0.179983,0.116314,0.10235,0.0413469,0.0356397,0.0196407,0.015795,0.03933,0.0184657
[0:02:41],-2.46598,-26.4059,-67.8842,-0.804923,0.144837,0.177735,0.547518,-0.167139,0.129969,0.1066,-0.00961045,0.0416628,0.00933808,0.0124472,0.0396374,0.0172629
[0:02:41.100000],-3.09348,-26.6631,-67.3372,-0.806265,0.149604,0.177271,0.544402,-0.159681,0.111827,0.100533,-0.0193313,0.0543904,0.027474,0.00825964,0.0415815,0.0186085
[0:02:41.200000],-3.57078,-26.8542,-66.8253,-0.807713,0.15306,0.177044,0.541361,-0.175416,0.139307,0.10991,-0.0257638,0.0667485,0.0214263,0.00377623,0.0448979,0.0189798
[0:02:41.300000],-4.12288,-27.0518,-66.3033,-0.809059,0.157056,0.176558,0.538357,-0.184043,0.128852,0.113265,-0.0064626,0.0800587,0.0220663,0.00242701,0.0495312,0.0193865
[0:02:41.400000],-4.80181,-27.1111,-65.7204,-0.810734,0.16123,0.174612,0.535229,-0.183195,0.151907,0.108513,-0.013549,0.0863219,0.0276309,0.000321786,0.0543793,0.0204729
[0:02:41.500000],-5.49455,-27.2731,-65.077,-0.812428,0.165886,0.17347,0.531597,-0.159465,0.153347,0.118455,0.0191968,0.0623861,0.0181978,0.00280904,0.0554344,0.0201731
[0:02:41.600000],-6.13476,-27.4118,-64.4548,-0.814093,0.170106,0.172422,0.528045,-0.177424,0.163353,0.112144,0.0381173,0.0178307,0.00202861,0.00746177,0.0504792,0.0177821
[0:02:41.700000],-6.6809,-27.6005,-63.9352,-0.815282,0.174037,0.172058,0.52504,-0.173935,0.161087,0.123143,0.0176414,0.00313986,0.0241005,0.00880318,0.044241,0.0186147
[0:02:41.800000],-7.32107,-27.7514,-63.4607,-0.816158,0.17854,0.170957,0.522521,-0.170165,0.159895,0.1183,-0.025933,-0.0253175,0.0253223,0.00422583,0.035075,0.0194986
[0:02:41.900000],-7.94784,-27.8562,-62.8692,-0.817641,0.182578,0.169802,0.519171,-0.164092,0.149353,0.115363,-0.0162491,0.0129199,0.0148711,0.00152776,0.0321555,0.0188888
[0:02:42],-8.55266,-27.9905,-62.385,-0.818571,0.186752,0.16883,0.516532,-0.17245,0.16154,0.124929,0.00638979,0.0384923,0.0241823,0.00216845,0.0329906,0.0195864
[0:02:42.100000],-9.1816,-28.0624,-61.6959,-0.820476,0.190539,0.167667,0.512489,-0.179234,0.160403,0.136526,-0.00653358,0.0708026,0.0276706,0.00102175,0.0379732,0.0206517
[0:02:42.200000],-9.77883,-28.0061,-61.0837,-0.822325,0.193695,0.165619,0.508997,-0.182517,0.171813,0.12135,0.00873458,0.0608396,0.0310879,0.0020381,0.0409864,0.0220269
[0:02:42.300000],-10.3751,-28.0958,-60.5516,-0.823467,0.197578,0.164547,0.505997,-0.155883,0.1897,0.128198,0.0257894,0.0642949,0.0113074,0.00516792,0.0440579,0.0206144
[0:02:42.400000],-11.0369,-28.1417,-59.9853,-0.824705,0.201713,0.162961,0.502853,-0.171972,0.180841,0.137847,0.0413822,0.0324356,0.0041602,0.00994004,0.0425264,0.0184461
[0:02:42.500000],-11.5386,-28.0894,-59.4679,-0.826197,0.204385,0.161296,0.499853,-0.168725,0.186058,0.137106,0.0102865,0.0392196,0.0213008,0.0099857,0.0420906,0.0188223
[0:02:42.600000],-12.1822,-28.1089,-58.7973,-0.827908,0.208166,0.159853,0.49591,-0.16048,0.181256,0.130997,-0.0094728,0.0364865,0.0327842,0.00742157,0.0413521,0.0206621
[0:02:42.700000],-12.7467,-28.1347,-58.1526,-0.829594,0.211452,0.158792,0.492027,-0.163807,0.203978,0.134239,-0.00559267,0.0326138,0.0224165,0.00570662,0.0402006,0.0208933
[0:02:42.800000],-13.3263,-28.1574,-57.5784,-0.83092,0.214946,0.15755,0.488663,-0.164889,0.189983,0.145405,0.0128969,0.02766,0.0340457,0.00665412,0.0385481,0.0226264
[0:02:42.900000],-13.8169,-28.0821,-57.1219,-0.832111,0.217593,0.155761,0.486032,-0.176059,0.21108,0.149199,0.00881758,0.0312693,0.0528409,0.00693921,0.0375889,0.0266079
[0:02:43],-14.5484,-28.0735,-56.5475,-0.833156,0.222099,0.153707,0.482846,-0.157677,0.200473,0.146824,0.00184915,0.0333057,0.0365611,0.00626847,0.0370245,0.0279195
[0:02:43.100000],-15.1638,-27.9671,-55.9977,-0.834514,0.225449,0.151395,0.479668,-0.157686,0.196802,0.152318,0.0121485,0.0220125,0.00775805,0.00704331,0.0350463,0.0252627
[0:02:43.200000],-15.728,-27.8245,-55.5084,-0.835778,0.228395,0.148934,0.476837,-0.165984,0.208186,0.156932,-0.00751882,0.045565,-0.0112511,0.00512439,0.0364324,0.0204511
[0:02:43.300000],-16.322,-27.798,-55.0105,-0.836714,0.231989,0.147269,0.473969,-0.159959,0.227314,0.156752,-0.00182466,0.0382202,-0.00301664,0.00420868,0.036668,0.0173587
[0:02:43.400000],-16.8512,-27.6564,-54.4973,-0.838091,0.234693,0.145059,0.470876,-0.170894,0.213688,0.144129,-0.00687383,0.0680594,0.0063026,0.00274829,0.0408046,0.0159018
[0:02:43.500000],-17.5509,-27.4155,-53.9522,-0.839459,0.238279,0.141488,0.467715,-0.158988,0.218504,0.149564,0.0233842,0.0561884,2.92424e-05,0.00546758,0.0428318,0.0138102
[0:02:43.600000],-18.0683,-27.2585,-53.3561,-0.841178,0.240793,0.139435,0.463939,-0.168455,0.234584,0.153077,0.0265281,0.0627512,0.0129332,0.00824281,0.0454566,0.0136946
[0:02:43.700000],-18.6924,-27.1624,-52.7538,-0.842519,0.244318,0.137459,0.460239,-0.14853,0.234925,0.161568,0.0161213,0.0732092,0.0158964,0.00928099,0.0491137,0.0139848
[0:02:43.800000],-19.1651,-27.0131,-52.2464,-0.843898,0.246684,0.135512,0.457016,-0.16092,0.250071,0.156542,-0.00772379,0.0690896,0.0151264,0.0070402,0.051746,0.0141352
[0:02:43.900000],-19.8206,-26.7622,-51.6613,-0.845411,0.24999,0.132252,0.453365,-0.15439,0.246069,0.150755,-0.0260684,0.0338344,0.00332822,0.00267733,0.0493857,0.0127111
[0:02:44],-20.3338,-26.5152,-51.1901,-0.846742,0.252422,0.129364,0.450355,-0.164025,0.25999,0.161454,-0.0169225,-0.00110972,0.0217706,9.45748e-05,0.0427317,0.0139049
[0:02:44.100000],-20.9579,-26.3031,-50.6834,-0.847857,0.255777,0.12641,0.447193,-0.164371,0.250352,0.156578,-0.0037852,-0.00178498,0.0349615,-0.00041668,0.0368656,0.0166796
[0:02:44.200000],-21.5679,-26.1114,-50.1814,-0.848903,0.259126,0.123688,0.444029,-0.170647,0.248743,0.165622,0.011655,0.000122677,0.0323315,0.00117406,0.0320238,0.0187422
[0:02:44.300000],-22.0645,-25.7855,-49.6604,-0.850576,0.261214,0.120437,0.440485,-0.154363,0.25318,0.167673,0.0223683,0.0379081,0.0173402,0.00396692,0.0327992,0.0185574
[0:02:44.400000],-22.5684,-25.4702,-49.1598,-0.852099,0.263445,0.117213,0.437068,-0.155139,0.250372,0.174891,0.0398514,0.0736136,-0.00145519,0.00869557,0.0381775,0.0159203
[0:02:44.500000],-23.1658,-25.0622,-48.6007,-0.853821,0.266062,0.113073,0.433196,-0.1534,0.270252,0.165379,0.0228044,0.0759531,0.0114213,0.0105548,0.0431554,0.0153274
[0:02:44.600000],-23.6257,-24.8145,-48.1129,-0.855178,0.268254,0.110555,0.429805,-0.162969,0.273627,0.161835,-0.00995391,0.0636199,-0.000657267,0.00785224,0.0458521,0.013221
[0:02:44.700000],-24.0963,-24.4428,-47.6286,-0.856765,0.270182,0.107043,0.426311,-0.144009,0.287348,0.170684,-0.0181153,0.0322683,0.0102456,0.00443038,0.0440621,0.012829
[0:02:44.800000],-24.6532,-24.1493,-47.0695,-0.85821,0.272956,0.104019,0.422368,-0.153562,0.28463,0.170894,0.00516317,0.0203121,0.00877144,0.00452694,0.0409324,0.0122943
[0:02:44.900000],-25.171,-23.7624,-46.5369,-0.859836,0.27522,0.100374,0.418456,-0.162589,0.268068,0.178905,0.0172761,0.0172261,0.0244705,0.00620696,0.0378085,0.0138988
[0:02:45],-25.6764,-23.3497,-46.1036,-0.861157,0.277439,0.0963552,0.415206,-0.161479,0.290889,0.165251,0.0327505,0.0379708,0.00431022,0.00970472,0.0378299,0.0126353
[0:02:45.100000],-26.0772,-22.9815,-45.7232,-0.86241,0.279075,0.0929506,0.412273,-0.140983,0.283192,0.175793,0.00865115,0.0489985,-0.00342361,0.00956589,0.0393017,0.0105191
[0:02:45.200000],-26.4567,-22.6834,-45.1904,-0.864077,0.280656,0.0905581,0.408223,-0.143817,0.301827,0.17052,0.0265026,0.0485142,-0.00585154,0.0117977,0.0405156,0.00836189
[0:02:45.300000],-26.9183,-22.2853,-44.793,-0.865261,0.282708,0.0867739,0.405109,-0.145942,0.301617,0.180644,0.0195548,0.035476,0.00230307,0.0128199,0.0398515,0.00756349
[0:02:45.400000],-27.3463,-21.9156,-44.3526,-0.86659,0.284581,0.0834548,0.40164,-0.146251,0.300765,0.166259,-0.0107422,-0.00286286,0.015439,0.00971501,0.0342229,0.00860128
[0:02:45.500000],-27.7848,-21.3951,-43.8182,-0.868527,0.286084,0.0791651,0.397233,-0.158987,0.300749,0.176283,-0.0099715,0.0183581,0.0147509,0.00712083,0.0321323,0.00941163
[0:02:45.600000],-28.154,-20.9516,-43.4081,-0.87,0.287396,0.0754255,0.393774,-0.13419,0.298334,0.173092,0.0198778,0.0347318,0.0282101,0.00880188,0.0324748,0.0118888
[0:02:45.700000],-28.5412,-20.481,-42.8494,-0.871964,0.288708,0.0717988,0.389121,-0.143476,0.31022,0.184706,0.00811193,0.0460159,0.0390902,0.00871096,0.0342592,0.0154732
[0:02:45.800000],-28.9651,-20.0642,-42.3454,-0.873495,0.290517,0.0683519,0.38494,-0.152583,0.306654,0.183149,0.0174957,0.0613951,0.0266877,0.00986857,0.037835,0.016951
[0:02:45.900000],-29.4088,-19.5882,-41.8211,-0.875133,0.292345,0.0644432,0.380483,-0.136588,0.329647,0.185767,0.0112276,0.0530732,-0.000661066,0.0100477,0.039843,0.0146302
[0:02:46],-29.7018,-19.0689,-41.4613,-0.876666,0.293035,0.0602871,0.37709,-0.139571,0.325498,0.185661,-0.0153399,0.0386127,-0.00809666,0.00670222,0.0396809,0.0116354
[0:02:46.100000],-30.0895,-18.5305,-41.053,-0.878124,0.294404,0.0558035,0.373304,-0.149657,0.315715,0.187937,0.0221837,0.0115136,-0.0294003,0.00874228,0.0359692,0.00622792
