time,roll,pitch,yaw,qw,qx,qy,qz,linear_accel_x,linear_accel_y,linear_accel_z
[0:01:05.500000],15.2603,-2.04883,-118.423,-0.509452,-0.0527387,0.123097,0.850158,0.254776,-0.325478,0.0296435
[0:01:05.600000],15.3837,-2.12379,-118.867,-0.506167,-0.0522475,0.124546,0.851937,0.242849,-0.328579,0.0428927
[0:01:05.700000],15.4725,-2.07298,-119.25,-0.50323,-0.0526004,0.12516,0.853564,0.248923,-0.331118,0.0332023
[0:01:05.800000],15.636,-2.05529,-119.759,-0.499338,-0.0528882,0.126537,0.855627,0.238489,-0.321051,0.043722
[0:01:05.900000],15.7431,-1.97492,-120.304,-0.495134,-0.0533515,0.127244,0.857933,0.245201,-0.337206,0.0287369
[0:01:06],15.8996,-2.07281,-120.784,-0.491563,-0.0527534,0.129057,0.859751,0.256128,-0.347873,0.0404648
[0:01:06.100000],15.8884,-2.03266,-121.169,-0.488634,-0.0525735,0.128979,0.861441,0.248833,-0.355931,0.0380678
[0:01:06.200000],15.974,-2.01825,-121.747,-0.484228,-0.0523925,0.129827,0.86381,0.23767,-0.36396,0.0371259
[0:01:06.300000],16.044,-1.93554,-122.137,-0.481175,-0.0528713,0.130189,0.86543,0.228554,-0.366491,0.0457773
[0:01:06.400000],16.068,-1.94761,-122.587,-0.477772,-0.0523678,0.130628,0.867278,0.23402,-0.368296,0.0475475
[0:01:06.500000],16.2044,-1.93521,-123.095,-0.47385,-0.0524465,0.131842,0.869239,0.240279,-0.367836,0.0436846
[0:01:06.600000],16.3808,-1.92109,-123.692,-0.46922,-0.052589,0.133398,0.871502,0.230637,-0.357731,0.0448445
[0:01:06.700000],16.4946,-1.92005,-124.186,-0.465402,-0.0524826,0.134486,0.873387,0.224308,-0.369339,0.0433915
[0:01:06.800000],16.4975,-1.94786,-124.653,-0.461866,-0.0517331,0.134833,0.875253,0.218634,-0.386291,0.0467184
[0:01:06.900000],16.4275,-1.87889,-125.104,-0.458377,-0.0514511,0.134226,0.877195,0.216664,-0.398314,0.039925
[0:01:07],16.4636,-1.84348,-125.565,-0.454788,-0.0513258,0.13457,0.879016,0.210751,-0.393859,0.0419762
[0:01:07.100000],16.3984,-1.80239,-126.129,-0.450447,-0.0507238,0.134159,0.881345,0.206524,-0.40089,0.034735
[0:01:07.200000],16.4424,-1.84685,-126.69,-0.446152,-0.049894,0.134917,0.88346,0.225096,-0.407236,0.0348536
[0:01:07.300000],16.443,-1.79977,-127.222,-0.441991,-0.0496334,0.134972,0.885554,0.198085,-0.392544,0.0440483
[0:01:07.400000],16.382,-1.79219,-127.717,-0.438183,-0.0488759,0.134684,0.887531,0.202124,-0.40782,0.0378841
[0:01:07.500000],16.4926,-1.85035,-128.344,-0.433333,-0.0481034,0.136026,0.889747,0.206236,-0.401361,0.0465168
[0:01:07.600000],16.5045,-1.76931,-128.923,-0.428744,-0.0480928,0.136059,0.891963,0.181893,-0.406395,0.0436035
[0:01:07.700000],16.4621,-1.74314,-129.419,-0.424863,-0.0475498,0.13584,0.89388,0.201088,-0.410206,0.039658
[0:01:07.800000],16.4033,-1.76535,-130.052,-0.419966,-0.0464092,0.135721,0.896269,0.19069,-0.422037,0.0398666
[0:01:07.900000],16.393,-1.69071,-130.662,-0.415111,-0.0462345,0.135617,0.898553,0.186255,-0.407592,0.0390453
[0:01:08],16.3654,-1.74247,-131.17,-0.411191,-0.0451266,0.135788,0.900384,0.18346,-0.419329,0.0339927
[0:01:08.100000],16.3173,-1.70269,-131.669,-0.407239,-0.0446773,0.135465,0.902249,0.180858,-0.404126,0.0473477
[0:01:08.200000],16.2992,-1.6892,-132.184,-0.403177,-0.0441117,0.135475,0.904098,0.158938,-0.435259,0.033336
[0:01:08.300000],16.3698,-1.6907,-132.696,-0.399103,-0.0437393,0.136234,0.905808,0.153418,-0.426187,0.0408245
[0:01:08.400000],16.3204,-1.65772,-133.311,-0.394219,-0.0430991,0.135962,0.908015,0.165041,-0.421152,0.0455084
[0:01:08.500000],16.2231,-1.56186,-133.806,-0.390225,-0.0429423,0.135052,0.909882,0.140102,-0.434489,0.0355889
[0:01:08.600000],16.1152,-1.62679,-134.38,-0.385771,-0.0413848,0.134624,0.911915,0.155266,-0.440608,0.0344851
[0:01:08.700000],16.1675,-1.49839,-135,-0.380672,-0.0418551,0.13484,0.914002,0.134679,-0.429661,0.0374264
[0:01:08.800000],16.0957,-1.41726,-135.631,-0.37557,-0.0415256,0.134231,0.916215,0.155442,-0.421386,0.0302075
[0:01:08.900000],16.1324,-1.28008,-136.263,-0.370349,-0.0420042,0.134313,0.918304,0.13684,-0.446188,0.0330168
[0:01:09],16.1851,-1.23264,-136.878,-0.365338,-0.0418311,0.134809,0.920244,0.129428,-0.4273,0.0363067
[0:01:09.100000],16.221,-1.13037,-137.548,-0.359831,-0.04198,0.135022,0.922373,0.140124,-0.434871,0.0405967
[0:01:09.200000],16.1385,-1.05981,-138.171,-0.354756,-0.0415586,0.134366,0.924452,0.124021,-0.433006,0.0476193
[0:01:09.300000],16.0344,-0.958188,-138.846,-0.349229,-0.0412716,0.133459,0.926697,0.12848,-0.454462,0.0353065
[0:01:09.400000],16.021,-0.851889,-139.406,-0.344579,-0.0414398,0.133233,0.928462,0.108606,-0.438254,0.0452845
[0:01:09.500000],16.0065,-0.7618,-140.049,-0.339273,-0.0413812,0.13308,0.930438,0.116343,-0.437224,0.032498
[0:01:09.600000],15.963,-0.737018,-140.623,-0.334594,-0.0407886,0.13286,0.932189,0.0909578,-0.45859,0.0332606
[0:01:09.700000],15.9193,-0.537888,-141.32,-0.328707,-0.041478,0.132181,0.934347,0.0946161,-0.433698,0.0435112
[0:01:09.800000],15.8875,-0.373952,-141.935,-0.323512,-0.0420176,0.131681,0.936204,0.0957072,-0.449711,0.0422394
[0:01:09.900000],15.8358,-0.322647,-142.641,-0.317699,-0.0414822,0.131372,0.93826,0.103011,-0.440848,0.0294746
[0:01:10],15.8805,-0.201538,-143.315,-0.312014,-0.0418229,0.131651,0.940112,0.0976178,-0.43684,0.0423735
[0:01:10.100000],15.9349,-0.169006,-143.936,-0.30686,-0.0415221,0.132236,0.941738,0.0782881,-0.444345,0.0298151
[0:01:10.200000],15.9167,0.00627267,-144.556,-0.301569,-0.0422017,0.131848,0.94347,0.08092,-0.457043,0.0448611
[0:01:10.300000],15.946,0.0631315,-145.268,-0.295622,-0.0419257,0.132202,0.945313,0.0889314,-0.458877,0.0347471
[0:01:10.400000],15.8332,0.109991,-145.928,-0.290154,-0.0412644,0.131391,0.947147,0.0716219,-0.441113,0.0460507
[0:01:10.500000],15.8526,0.109162,-146.561,-0.284915,-0.0405799,0.13178,0.948712,0.0678842,-0.450961,0.0291756
[0:01:10.600000],15.7632,0.147247,-147.337,-0.278465,-0.0397843,0.131217,0.950737,0.0647648,-0.458309,0.0295443
[0:01:10.700000],15.7999,0.3239,-147.958,-0.273096,-0.0406281,0.131314,0.952244,0.0405652,-0.45111,0.0329055
[0:01:10.800000],15.7273,0.414411,-148.61,-0.267587,-0.0404628,0.130727,0.953894,0.0346376,-0.463559,0.035867
[0:01:10.900000],15.7156,0.523543,-149.3,-0.261715,-0.0405576,0.130621,0.955533,0.0477727,-0.453288,0.0430284
[0:01:11],15.5614,0.711169,-149.952,-0.25611,-0.0410349,0.12914,0.957231,0.0326146,-0.462039,0.0353184
[0:01:11.100000],15.4585,0.925732,-150.729,-0.249402,-0.0417288,0.128084,0.959112,0.0396549,-0.456144,0.0381852
[0:01:11.200000],15.4039,1.14792,-151.382,-0.243699,-0.0427434,0.127385,0.960625,0.0243061,-0.453071,0.0442256
[0:01:11.300000],15.4157,1.34104,-152.082,-0.237593,-0.0436079,0.127338,0.962121,0.0272486,-0.441409,0.0326927
[0:01:11.400000],15.3649,1.41024,-152.898,-0.230671,-0.0431788,0.127076,0.963858,0.0240615,-0.450495,0.0409686
[0:01:11.500000],15.371,1.53384,-153.716,-0.223643,-0.0433234,0.127188,0.965492,0.0236545,-0.461875,0.0381817
[0:01:11.600000],15.3953,1.68511,-154.387,-0.217797,-0.0438985,0.127352,0.96678,0.00908171,-0.442428,0.0315305
[0:01:11.700000],15.3299,1.73209,-155.153,-0.211298,-0.043322,0.127002,0.968293,0.0150282,-0.432105,0.0358292
[0:01:11.800000],15.2834,1.94169,-155.906,-0.204698,-0.0441741,0.126508,0.969736,-0.00518018,-0.435929,0.0300516
[0:01:11.900000],15.3368,2.03532,-156.624,-0.198492,-0.0442661,0.12707,0.970947,0.011895,-0.433762,0.0448791
[0:01:12],15.391,2.30346,-157.388,-0.191672,-0.0457799,0.127361,0.972209,-0.0060725,-0.438044,0.0366937
[0:01:12.100000],15.3482,2.42369,-158.158,-0.185016,-0.0458748,0.127102,0.973527,-0.0122156,-0.433457,0.040608
[0:01:12.200000],15.194,2.47031,-159.033,-0.177577,-0.0450596,0.126063,0.975084,0.00434444,-0.45478,0.0431679
[0:01:12.300000],15.193,2.73933,-159.86,-0.170219,-0.0464358,0.125963,0.976344,-0.0169661,-0.436213,0.0318947
[0:01:12.400000],15.1243,2.9657,-160.574,-0.163899,-0.0474804,0.125327,0.977456,-0.0209547,-0.430001,0.0368987
[0:01:12.500000],15.0473,3.06916,-161.315,-0.157483,-0.047445,0.124826,0.978576,-0.0236682,-0.437652,0.0265705
[0:01:12.600000],15.0559,3.25493,-162.026,-0.151184,-0.0482661,0.124934,0.979515,-0.0287315,-0.431952,0.0407593
[0:01:12.700000],14.9225,3.40099,-162.803,-0.14442,-0.0484971,0.123924,0.980652,-0.0299708,-0.433452,0.043291
[0:01:12.800000],14.9795,3.53859,-163.558,-0.137773,-0.0489254,0.124554,0.981507,-0.0192728,-0.421373,0.0292836
[0:01:12.900000],15.0059,3.6486,-164.306,-0.131227,-0.0490838,0.124964,0.982343,-0.0442731,-0.433628,0.0300686
[0:01:13],14.9839,3.74394,-165.237,-0.123132,-0.0488592,0.12506,0.98339,-0.0384621,-0.431093,0.0386774
[0:01:13.100000],14.9166,3.88746,-166.156,-0.115105,-0.0490185,0.124715,0.984398,-0.0329722,-0.431749,0.0295029
[0:01:13.200000],14.9707,4.05648,-167.082,-0.106925,-0.0495108,0.125401,0.985208,-0.0614623,-0.413259,0.0323238
[0:01:13.300000],14.9129,4.1437,-167.996,-0.0989844,-0.0492083,0.125213,0.986077,-0.0370558,-0.412686,0.030278
[0:01:13.400000],14.8148,4.42482,-168.876,-0.0911251,-0.050585,0.124495,0.986855,-0.0543188,-0.423698,0.0431948
[0:01:13.500000],14.8448,4.60862,-169.67,-0.0840636,-0.0513256,0.124949,0.987386,-0.047947,-0.422184,0.026971
[0:01:13.600000],14.7536,4.81205,-170.583,-0.0759991,-0.0520196,0.124415,0.988071,-0.0633294,-0.405745,0.03881
[0:01:13.700000],14.7227,4.98333,-171.369,-0.0690324,-0.0526217,0.124383,0.988554,-0.0663934,-0.424326,0.0329397
[0:01:13.800000],14.6649,5.12407,-172.182,-0.061884,-0.0529202,0.124164,0.989039,-0.0533874,-0.417257,0.0301473
[0:01:13.900000],14.5552,5.29666,-173.075,-0.0540273,-0.0533878,0.123527,0.989554,-0.0808442,-0.404721,0.0351187
[0:01:14],14.5945,5.47524,-173.9,-0.0466781,-0.0540538,0.124156,0.989813,-0.0779242,-0.414708,0.033376
[0:01:14.100000],14.6101,5.64821,-174.696,-0.0395962,-0.0546884,0.124585,0.990032,-0.0721119,-0.395,0.0358642
[0:01:14.200000],14.4745,5.75448,-175.683,-0.0310096,-0.054494,0.12384,0.990443,-0.0810085,-0.41245,0.0283705
[0:01:14.300000],14.3782,5.80485,-176.626,-0.0228541,-0.0538898,0.123435,0.990748,-0.0674997,-0.391825,0.0340818
[0:01:14.400000],14.2417,5.92928,-177.547,-0.0148082,-0.0539526,0.122655,0.990995,-0.0854809,-0.403023,0.0271196
[0:01:14.500000],14.2445,6.02306,-178.379,-0.00751357,-0.0538721,0.123051,0.991032,-0.0970976,-0.381301,0.0272977
[0:01:14.600000],14.3063,6.16004,-179.208,-0.000159312,-0.0541639,0.123956,0.990932,-0.0927063,-0.37593,0.0339722
[0:01:14.700000],14.3519,6.33047,179.992,0.00696391,-0.054768,0.124715,0.990779,-0.085782,-0.391142,0.0305142
[0:01:14.800000],14.429,6.44227,179.13,0.0145777,-0.0547844,0.125791,0.990559,-0.0913503,-0.384817,0.0412492
[0:01:14.900000],14.3976,6.56747,178.258,0.0222377,-0.0549136,0.125941,0.990391,-0.101752,-0.372569,0.0396445
[0:01:15],14.4257,6.79933,177.317,0.0306354,-0.0558734,0.126663,0.990021,-0.107438,-0.388611,0.0288688
[0:01:15.100000],14.4466,6.88447,176.359,0.0390096,-0.0555413,0.127324,0.98966,-0.101324,-0.371583,0.0421308
[0:01:15.200000],14.4162,7.06339,175.399,0.0474804,-0.0560299,0.127572,0.98923,-0.104328,-0.380865,0.0429768
[0:01:15.300000],14.386,7.08145,174.555,0.0547708,-0.0552591,0.127727,0.988877,-0.0927232,-0.379555,0.0372699
[0:01:15.400000],14.3203,7.13626,173.66,0.0625199,-0.0547685,0.127611,0.988459,-0.0958633,-0.348457,0.0463794
[0:01:15.500000],14.2743,7.33818,172.755,0.0705183,-0.0555288,0.12774,0.987862,-0.11318,-0.352824,0.0398381
[0:01:15.600000],14.2698,7.36555,171.885,0.0780478,-0.0547958,0.128134,0.987285,-0.107885,-0.352977,0.0457988
[0:01:15.700000],14.242,7.41057,170.908,0.0864937,-0.0541106,0.128385,0.986587,-0.116688,-0.35627,0.03827
[0:01:15.800000],14.1919,7.48148,169.999,0.0943699,-0.053742,0.128428,0.985879,-0.112714,-0.348066,0.0343071
[0:01:15.900000],14.0982,7.6445,169.075,0.102441,-0.0541912,0.128175,0.985081,-0.108734,-0.353788,0.0408659
[0:01:16],14.1968,7.6779,168.186,0.110163,-0.0533874,0.129465,0.984123,-0.133608,-0.344253,0.0303106
[0:01:16.100000],14.1888,7.8333,167.252,0.118331,-0.0536743,0.129965,0.983093,-0.132813,-0.339024,0.0393589
[0:01:16.200000],14.2749,7.9473,166.316,0.126514,-0.0534941,0.131246,0.981912,-0.141462,-0.332466,0.0401116
[0:01:16.300000],14.2342,8.12907,165.394,0.134577,-0.0540425,0.13151,0.980774,-0.140396,-0.334909,0.0455566
[0:01:16.400000],14.2754,8.18677,164.511,0.142203,-0.0534714,0.132337,0.979618,-0.144404,-0.331902,0.0353727
[0:01:16.500000],14.2865,8.33098,163.572,0.150376,-0.0536041,0.133033,0.978295,-0.117621,-0.316313,0.0441318
[0:01:16.600000],14.2233,8.42466,162.701,0.157867,-0.0534797,0.133012,0.977124,-0.13114,-0.319712,0.0386007
[0:01:16.700000],14.2506,8.55335,161.72,0.166368,-0.0533973,0.133864,0.9756,-0.144605,-0.328145,0.0440422
[0:01:16.800000],14.2201,8.69546,160.84,0.173981,-0.0536252,0.134204,0.974212,-0.132021,-0.312895,0.0324942
[0:01:16.900000],14.3442,8.74872,159.887,0.182186,-0.0527635,0.135774,0.97254,-0.130613,-0.300835,0.0401772
[0:01:17],14.3102,8.83955,159.046,0.189386,-0.0525944,0.136005,0.971141,-0.132099,-0.315833,0.0349577
[0:01:17.100000],14.4123,8.94353,158.2,0.196697,-0.0522964,0.137414,0.969504,-0.135738,-0.289087,0.0426844
[0:01:17.200000],14.4967,8.96782,157.21,0.205134,-0.0511609,0.138613,0.967644,-0.122685,-0.294813,0.0390214
[0:01:17.300000],14.4566,8.96505,156.177,0.213825,-0.0499612,0.138726,0.965807,-0.141043,-0.304705,0.0505603
[0:01:17.400000],14.4361,8.89137,155.318,0.220984,-0.0483367,0.138794,0.964267,-0.128031,-0.290191,0.0361809
[0:01:17.500000],14.5047,8.9371,154.389,0.228864,-0.0474585,0.139842,0.962319,-0.135177,-0.277451,0.0357412
[0:01:17.600000],14.4853,8.8148,153.517,0.236063,-0.0454031,0.139805,0.960683,-0.135882,-0.285327,0.047119
[0:01:17.700000],14.6176,8.86514,152.574,0.24406,-0.044392,0.141379,0.958499,-0.146428,-0.268581,0.0349436
[0:01:17.800000],14.6416,8.8055,151.559,0.252498,-0.0425846,0.141845,0.956324,-0.134517,-0.267984,0.0406299
[0:01:17.900000],14.6834,8.70387,150.614,0.260299,-0.0404678,0.142326,0.954251,-0.145425,-0.262037,0.0501345
[0:01:18],14.7624,8.67895,149.716,0.267779,-0.0389578,0.143241,0.952105,-0.146343,-0.274846,0.0510283
[0:01:18.100000],14.82,8.67284,148.836,0.275095,-0.0376678,0.143999,0.949954,-0.154384,-0.268119,0.0419277
[0:01:18.200000],14.7691,8.6866,147.993,0.282075,-0.0368466,0.143883,0.947955,-0.162752,-0.268482,0.0410069
[0:01:18.300000],14.9037,8.59675,147.121,0.289241,-0.0346653,0.145058,0.945696,-0.153316,-0.26145,0.0421669
[0:01:18.400000],14.9011,8.60579,146.181,0.296999,-0.0335553,0.145339,0.943285,-0.145104,-0.25133,0.0393699
[0:01:18.500000],14.9651,8.60579,145.306,0.304213,-0.0322745,0.146116,0.940908,-0.161156,-0.264421,0.0425233
[0:01:18.600000],14.9258,8.53518,144.418,0.311426,-0.0306656,0.14586,0.938639,-0.14681,-0.258442,0.0446126
[0:01:18.700000],14.9211,8.55472,143.61,0.318049,-0.0298107,0.146084,0.936408,-0.166188,-0.26134,0.0447019
[0:01:18.800000],14.969,8.58344,142.756,0.325056,-0.0288208,0.14677,0.933922,-0.164288,-0.231969,0.0511518
[0:01:18.900000],15.047,8.4841,141.932,0.331699,-0.0267255,0.147336,0.931557,-0.142931,-0.231261,0.0384346
[0:01:19],14.98,8.44866,141.019,0.339071,-0.0254589,0.146902,0.929003,-0.166004,-0.245975,0.0360329
[0:01:19.100000],15.0699,8.35983,140.115,0.346331,-0.0233048,0.14757,0.926272,-0.161068,-0.235692,0.0418922
[0:01:19.200000],15.0875,8.36192,139.186,0.353831,-0.0220709,0.147902,0.92341,-0.167013,-0.233359,0.041183
[0:01:19.300000],15.1498,8.3521,138.263,0.361269,-0.0206018,0.148546,0.920456,-0.169808,-0.22885,0.0479087
[0:01:19.400000],15.1304,8.256,137.444,0.367754,-0.0188265,0.14824,0.917972,-0.143147,-0.223524,0.0446585
[0:01:19.500000],15.1981,8.25578,136.58,0.374674,-0.0174852,0.148918,0.915086,-0.165551,-0.235152,0.0437431
[0:01:19.600000],15.2024,8.17351,135.712,0.38153,-0.0156819,0.14882,0.912297,-0.16215,-0.213793,0.0451515
[0:01:19.700000],15.2753,8.09023,134.883,0.388062,-0.0136918,0.149238,0.909502,-0.145828,-0.229283,0.0532799
[0:01:19.800000],15.3321,8.07403,133.931,0.395599,-0.0121258,0.149743,0.906188,-0.164723,-0.213578,0.0538048
[0:01:19.900000],15.4262,7.9645,133.069,0.402323,-0.00979857,0.150202,0.903175,-0.152029,-0.212347,0.0389034
[0:01:20],15.522,7.89754,132.209,0.409037,-0.00779976,0.150795,0.900074,-0.154407,-0.204403,0.0532278
[0:01:20.100000],15.5864,7.81446,131.326,0.415901,-0.00574703,0.151066,0.896893,-0.143026,-0.193384,0.0529698
[0:01:20.200000],15.5751,7.57097,130.412,0.422835,-0.00266978,0.150155,0.893813,-0.144735,-0.198292,0.0377818
[0:01:20.300000],15.6758,7.47847,129.572,0.429303,-0.000466383,0.150619,0.89065,-0.153233,-0.188369,0.0370712
[0:01:20.400000],15.6195,7.27291,128.679,0.436066,0.00209906,0.149429,0.887557,-0.144706,-0.185785,0.0529662
[0:01:20.500000],15.5239,7.04432,127.849,0.442295,0.00459095,0.147821,0.88473,-0.141706,-0.197386,0.0478936
[0:01:20.600000],15.5051,6.84298,127.064,0.448184,0.00709204,0.146879,0.881902,-0.156547,-0.197125,0.0412329
[0:01:20.700000],15.4611,6.79069,126.183,0.454915,0.00845103,0.146282,0.878537,-0.162031,-0.179879,0.04123
[0:01:20.800000],15.4599,6.63866,125.309,0.46148,0.0107319,0.14561,0.875194,-0.148431,-0.169443,0.0410471
[0:01:20.900000],15.6023,6.47946,124.481,0.46765,0.0135862,0.145981,0.87181,-0.164863,-0.165742,0.0345668
[0:01:21],15.709,6.27622,123.581,0.474296,0.0167249,0.145861,0.868178,-0.154533,-0.160366,0.0502497
[0:01:21.100000],15.7174,6.11854,122.697,0.480855,0.0190854,0.145147,0.864634,-0.15086,-0.158818,0.0427409
[0:01:21.200000],15.6181,5.82937,121.808,0.487331,0.0219784,0.14305,0.861282,-0.149715,-0.170178,0.04769
[0:01:21.300000],15.7479,5.6785,120.98,0.493388,0.0247079,0.143226,0.857723,-0.162772,-0.152767,0.0398058
[0:01:21.400000],15.7603,5.38086,120.215,0.498855,0.0279537,0.141884,0.854679,-0.152989,-0.176181,0.0449981
[0:01:21.500000],15.6879,5.12264,119.462,0.504265,0.0304997,0.140047,0.851714,-0.141791,-0.158969,0.032969
[0:01:21.600000],15.6459,4.80204,118.724,0.509488,0.033605,0.13814,0.848796,-0.145657,-0.146128,0.0470758
[0:01:21.700000],15.598,4.60146,117.993,0.514735,0.0357597,0.136685,0.845772,-0.168799,-0.152239,0.0321715
[0:01:21.800000],15.5158,4.36584,117.251,0.520039,0.0380155,0.134796,0.842727,-0.166979,-0.161201,0.0431356
[0:01:21.900000],15.5463,4.18558,116.409,0.526056,0.0404727,0.133922,0.839009,-0.16566,-0.147249,0.03823
[0:01:22],15.6848,3.90141,115.656,0.531263,0.0440774,0.133366,0.835629,-0.166457,-0.129707,0.0300584
[0:01:22.100000],15.6861,3.68962,114.9,0.536587,0.0465092,0.132103,0.832289,-0.147624,-0.130282,0.0355048
[0:01:22.200000],15.5769,3.43006,114.02,0.542791,0.0488918,0.12974,0.828493,-0.166,-0.145799,0.0310588
[0:01:22.300000],15.6427,3.16327,113.285,0.547838,0.0519683,0.128637,0.825149,-0.164057,-0.139042,0.0416086
[0:01:22.400000],15.7134,2.91579,112.57,0.552728,0.0548939,0.127637,0.821846,-0.139256,-0.127229,0.0394631
[0:01:22.500000],15.6521,2.58544,111.868,0.557495,0.0577462,0.125268,0.81879,-0.15118,-0.134514,0.0412271
[0:01:22.600000],15.738,2.27799,111.008,0.563313,0.0613015,0.123943,0.814742,-0.139268,-0.124848,0.0365903
[0:01:22.700000],15.6519,1.92875,110.217,0.568657,0.0642075,0.121188,0.811212,-0.139561,-0.134754,0.0295606
[0:01:22.800000],15.6657,1.75783,109.408,0.57421,0.0663384,0.119978,0.807299,-0.152919,-0.111087,0.0390549
[0:01:22.900000],15.6911,1.54175,108.595,0.579722,0.0688357,0.118594,0.803346,-0.13557,-0.110626,0.0343091
[0:01:23],15.7195,1.28337,107.893,0.584383,0.0715138,0.117057,0.799953,-0.131961,-0.120351,0.0351302
[0:01:23.100000],15.7357,0.995639,107.168,0.589158,0.074339,0.115241,0.796448,-0.136737,-0.130659,0.0462806
[0:01:23.200000],15.7306,0.738988,106.494,0.593602,0.0767679,0.113441,0.79317,-0.142925,-0.109047,0.0419185
[0:01:23.300000],15.7596,0.347185,105.688,0.598783,0.0804157,0.111054,0.789242,-0.136824,-0.103387,0.0358892
[0:01:23.400000],15.7954,0.0802744,104.912,0.603833,0.0831829,0.109347,0.785337,-0.133731,-0.101245,0.0312819
[0:01:23.500000],15.8168,-0.25328,104.166,0.608604,0.0862813,0.107177,0.78161,-0.132106,-0.0961102,0.0332841
[0:01:23.600000],15.7953,-0.501183,103.475,0.613087,0.0884925,0.10518,0.778123,-0.140949,-0.114906,0.030402
[0:01:23.700000],15.7424,-0.852968,102.789,0.617433,0.0912096,0.102392,0.774737,-0.151117,-0.120223,0.0459073
[0:01:23.800000],15.7393,-1.26207,102.029,0.622163,0.0946158,0.0995353,0.770907,-0.13842,-0.0895573,0.0314314
[0:01:23.900000],15.7742,-1.64916,101.395,0.626001,0.0979397,0.0971203,0.767687,-0.131562,-0.0873493,0.0356684
[0:01:24],15.6977,-2.02463,100.629,0.630806,0.100658,0.0938759,0.763795,-0.153493,-0.0939425,0.0337994
[0:01:24.100000],15.5594,-2.38975,99.9446,0.635111,0.102862,0.0903196,0.760355,-0.140513,-0.105837,0.0398561
[0:01:24.200000],15.5889,-2.83681,99.1683,0.639762,0.106569,0.0873002,0.756288,-0.134208,-0.0995218,0.028678
[0:01:24.300000],15.4798,-3.17443,98.5235,0.643758,0.10865,0.0840701,0.752959,-0.137346,-0.103344,0.036402
[0:01:24.400000],15.447,-3.45411,97.8498,0.647912,0.110772,0.0816199,0.749348,-0.151863,-0.0803793,0.0290753
[0:01:24.500000],15.2884,-3.73316,97.239,0.651758,0.112107,0.0783937,0.746152,-0.149949,-0.0863013,0.0389526
[0:01:24.600000],15.4785,-4.55596,96.5494,0.655158,0.118947,0.0741903,0.742537,-0.16476,-0.0930016,0.0441248
[0:01:24.700000],15.3958,-4.97303,95.8585,0.659246,0.121577,0.0705091,0.738841,-0.152788,-0.0868155,0.0387112
[0:01:24.800000],15.3048,-5.27768,95.1638,0.66347,0.123408,0.0674,0.735037,-0.142703,-0.0904132,0.0314262
[0:01:24.900000],15.2707,-5.58736,94.5446,0.667119,0.125525,0.0646865,0.731612,-0.139844,-0.0754851,0.035487
[0:01:25],15.5114,-6.29069,93.8097,0.670713,0.131752,0.0612268,0.727517,-0.167922,-0.0981594,0.0494147
[0:01:25.100000],15.6992,-6.99456,93.083,0.674247,0.137619,0.057361,0.723469,-0.174265,-0.0802824,0.0395736
[0:01:25.200000],15.8903,-7.74784,92.4018,0.67736,0.143736,0.0532022,0.719679,-0.18059,-0.0803815,0.0522894
[0:01:25.300000],15.9591,-8.4351,91.826,0.679994,0.148624,0.0487453,0.716511,-0.187399,-0.0800249,0.057474
[0:01:25.400000],16.1161,-9.12851,91.1173,0.683283,0.154079,0.0445717,0.71249,-0.186481,-0.0929205,0.0549312
[0:01:25.500000],16.2002,-9.92344,90.3884,0.686596,0.159661,0.0392293,0.708379,-0.184112,-0.0965404,0.0602236
[0:01:25.600000],16.3518,-10.6435,89.71,0.689543,0.165115,0.0347672,0.704488,-0.198491,-0.0803443,0.0517545
[0:01:25.700000],16.4246,-11.4014,89.0105,0.692619,0.170267,0.0294922,0.700474,-0.210072,-0.0794846,0.05209
[0:01:25.800000],16.56,-12.234,88.3495,0.69519,0.176162,0.024128,0.696664,-0.189077,-0.0845199,0.0709187
[0:01:25.900000],16.6746,-12.977,87.6009,0.698396,0.181354,0.0189948,0.69227,-0.223705,-0.0879008,0.0730286
[0:01:26],16.6972,-13.833,86.9774,0.70075,0.186551,0.0127309,0.688645,-0.230975,-0.0817808,0.0665066
[0:01:26.100000],16.8451,-14.663,86.3516,0.702891,0.192294,0.0073212,0.684951,-0.225301,-0.0972479,0.0714346
[0:01:26.200000],17.0582,-15.3339,85.5989,0.705877,0.19747,0.0030333,0.680425,-0.234354,-0.111276,0.077273
[0:01:26.300000],17.2211,-16.1439,84.9087,0.708269,0.203058,-0.0024009,0.676285,-0.250402,-0.103972,0.082535
[0:01:26.400000],17.3751,-16.902,84.3029,0.710201,0.208234,-0.00746518,0.672638,-0.251368,-0.112333,0.0826213
[0:01:26.500000],17.5265,-17.7033,83.6711,0.712147,0.213569,-0.0129275,0.668814,-0.23579,-0.0963407,0.0928376
[0:01:26.600000],17.5625,-18.5468,82.9871,0.714468,0.218338,-0.0194914,0.664628,-0.253687,-0.116526,0.103852
[0:01:26.700000],17.6494,-19.2561,82.3233,0.716767,0.222619,-0.0248997,0.660538,-0.25368,-0.104048,0.0995634
[0:01:26.800000],17.6624,-19.9277,81.7027,0.718985,0.226178,-0.0304475,0.656675,-0.274183,-0.116548,0.102335
[0:01:26.900000],17.7673,-20.729,80.9795,0.721292,0.230913,-0.0365732,0.65217,-0.279425,-0.121528,0.105225
[0:01:27],17.8721,-21.4499,80.2645,0.723647,0.235143,-0.0422072,0.647693,-0.280421,-0.108035,0.11732
